核准登記營業日期,縣市旅宿登記證號,類別,標章,溫泉標章,旅宿名稱,縣市,鄉鎮,郵遞區號,地址,電話或手機,傳真,房間數,電子郵件,網址
2023-04-14,嘉義縣民宿336號,民宿,,否,誠君民宿,嘉義縣,竹崎鄉,604,嘉義縣竹崎鄉中和村奮起湖21號,0978-010392,-,3,fanpdca@gmail.com,
2007-08-30,苗栗縣民宿136號,民宿,,否,石濤園,苗栗縣,三義鄉,367,苗栗縣三義鄉雙潭村12鄰石峎32號,037-875225,037-876406,2,shitaoyuan2018@gmail.com,
2023-04-13,新北市民宿374號,民宿,好客民宿,否,濦崌四季,新北市,瑞芳區,224,新北市瑞芳區祈堂路130號,0909-939311,-,2,ianian2421358716@gmail.com,
2023-04-13,宜蘭縣民宿2449號,民宿,,否,禾光同晨,宜蘭縣,三星鄉,266,宜蘭縣三星鄉楓林五路130巷2號,0958-783442,-,5,goldeninglenook@gmail.com,
2023-04-12,臺南市民宿637號,民宿,,否,河趣泊旅,臺南市,安平區,708,臺南市安平區安平路158號,0971-635158,-,5,riverchilltainan@gmail.com,
2023-04-12,嘉義縣民宿335號,民宿,,否,石棹八號民宿,嘉義縣,竹崎鄉,604,嘉義縣竹崎鄉中和村19鄰石棹8號,0928-851283,-,5,Shihjhuo8@gmail.com,
2023-04-11,臺東縣民宿1949號,民宿,,否,魔法精靈民宿,臺東縣,臺東市,950,臺東縣臺東市新站路68號,0939-098343,-,5,lph2011.lph2011@msa.hinet.net,
2023-04-11,臺東縣民宿1948號,民宿,好客民宿,否,樂陶陶精品民宿,臺東縣,臺東市,950,臺東縣臺東市新站一街32號,0911-069700,-,5,lttbnb32@gmail.com,
2023-04-11,花蓮縣民宿2721號,民宿,,否,歐森小鎮民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉慶豐村40鄰慶北一街228號,0905-153030,-,4,muin1270049@gmail.com,
2023-04-11,屏東縣民宿1273號,民宿,,否,樹叁輕旅,屏東縣,潮州鎮,920,屏東縣潮州鎮興隆路111號,0989-553388,-,6,ideallifedisplay@gmail.com,
2023-04-11,宜蘭縣民宿2447號,民宿,,否,沐晏民宿,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮富農路三段101號,0921-842718,-,3,muyananhome@gmail.com,
2023-04-10,南投縣民宿1096號,民宿,,否,游丫嬤鄰家民宿,南投縣,魚池鄉,555,南投縣魚池鄉水社村中山路220號,049-2855077,-,1,yube661014@gmail.com,
2023-04-10,新北市民宿373號,民宿,好客民宿,否,半島海悅渡假會館,新北市,石門區,253,新北市石門區石門區崁子脚58之55號,02-26383638,02-26383600,15,,
2020-07-28,澎湖縣民宿1009號,民宿,,否,海浪森民宿,澎湖縣,馬公市,880,澎湖縣馬公市鎖港里1鄰吉海路1147號,0928-170738,-,5,,
2013-05-29,南投縣民宿556號,民宿,好客民宿,否,倍詩泰民宿,南投縣,集集鎮,552,南投縣集集鎮吳厝里八張一街158號,049-2764707,-,4,bestime158@gmail.com,https://bestime.okgo.tw/
2011-12-16,新北市民宿146號,民宿,,否,可洛可呆民宿,新北市,三芝區,252,新北市三芝區茂長里9鄰聽濤街5號,02-26363466,-,2,,
2023-04-07,金門縣民宿694號,民宿,,否,水頭121號民宿,金門縣,金城鎮,893,金門縣金城鎮前水頭121號,082-320879,-,5,f721101@gmail.com,
2023-04-07,宜蘭縣民宿2446號,民宿,,否,伴月山舍,宜蘭縣,員山鄉,264,宜蘭縣員山鄉大湖二路458號,0953-315258,-,5,gendouyun1988@gmail.com,
2023-04-07,澎湖縣民宿1342號,民宿,,否,才居逸民宿,澎湖縣,馬公市,880,澎湖縣馬公市西衛里367-2號,0922-807150,-,5,,
2023-04-07,新竹縣民宿127號,民宿,好客民宿,否,水禪居日式庭園民宿,新竹縣,北埔鄉,314,新竹縣北埔鄉南坑村9鄰大南坑1之9號,0921-258113,-,2,,
2023-04-06,臺東縣民宿1945號,民宿,,否,秝之屋民宿,臺東縣,臺東市,950,臺東縣臺東市山西路一段232巷7號,0963-111332,-,5,xuuyj888834@gmail.com,
2023-04-06,高雄市民宿173號,民宿,,否,濃杉小築,高雄市,美濃區,843,高雄市美濃區中山路二段632巷35號,0936-848860,-,3,,
2023-03-28,彰化縣民宿123號,民宿,,否,緯的厝,彰化縣,二林鎮,526,彰化縣二林鎮北平里新生路176號,04-8960520,-,5,cmc610802@hotmail.com,https://page.line.me/543jfbvl
2023-04-06,高雄市民宿174號,民宿,,否,溫式旅所,高雄市,新興區,800,高雄市新興區民主橫路9號,0935-867339,-,5,greeninn.kh@gmail.com,
2023-03-31,彰化縣旅館095號,旅館,,否,提米好旅,彰化縣,彰化市,500,彰化縣彰化市光復里15鄰成功路277號,04-7061086,-,26,,
2023-04-06,臺南市民宿636號,民宿,好客民宿,否,西門洋月,臺南市,中西區,700,臺南市中西區西門路一段715巷7號,06-2217173,-,3,kutu196608@gmail.com,
2023-04-06,澎湖縣民宿1339號,民宿,,否,閒海風民宿,澎湖縣,馬公市,880,澎湖縣馬公市山水里珠江151-80號,0980-333475,-,4,,
2023-04-06,澎湖縣民宿1340號,民宿,,否,詠珍文旅民宿,澎湖縣,馬公市,880,澎湖縣馬公市西衛里367-3號,0922-783563,-,5,,
2023-04-06,澎湖縣民宿1341號,民宿,,否,三花魚民宿,澎湖縣,馬公市,880,澎湖縣馬公市西衛里367-1號,0972-330855,-,5,,
2004-09-06,宜蘭縣旅館027號,旅館,,是,愛娜山莊,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉德陽路175號1-4樓,03-9886205,-,20,,
2023-03-31,臺東縣民宿1946號,民宿,,否,馬魯大民宿,臺東縣,太麻里鄉,963,臺東縣太麻里鄉金崙村6鄰金崙289號,0963-062414,-,5,maludabnb@gmail.com,
2023-03-31,臺南市民宿634號,民宿,,否,灣島,臺南市,中西區,700,臺南市中西區府前路一段122巷33號,0975-072983,-,1,wandao12233@gmail.com,
2023-03-31,臺南市民宿635號,民宿,,否,戀戀館民宿,臺南市,南區,702,臺南市南區鯤鯓路102巷38弄32號,0935-696111,-,4,a0935696111@gmail.com,
2023-03-31,屏東縣民宿1282號,民宿,,否,李白與巴哈民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮恆南路2巷86弄49號,0915-062585,-,3,,
2023-03-31,屏東縣旅館137號,旅館,,否,紅柴。居旅館,屏東縣,恆春鎮,946,屏東縣恆春鎮山海里11鄰紅柴路3號之6,08-8869888,08-8869000,32,hayata.kenting@gmail.com,https://www.hayatahotel.com/
2023-03-31,金門縣民宿693號,民宿,,否,三里拾光,金門縣,金沙鎮,890,金門縣金沙鎮碧山82號,082-355839,-,3,carl.jy.chang@outlook.com,
2023-03-31,宜蘭縣民宿2445號,民宿,,否,沐曜,宜蘭縣,三星鄉,266,宜蘭縣三星鄉尚貴路一段609號,0955-343319,-,3,yaling6839@gmail.com,
2023-03-30,金門縣民宿692號,民宿,,否,巧居,金門縣,金城鎮,893,金門縣金城鎮前水頭13號,082-373018,-,4,yoiume00@gmail.com,
2023-03-30,苗栗縣民宿471號,民宿,,否,櫻花樹夏民宿,苗栗縣,竹南鎮,350,苗栗縣竹南鎮正南里10鄰中山路47號,0975-915089,-,5,ace99927@gmail.com,https://www.sakurasummer.com/
2023-03-30,臺南市民宿632號,民宿,,否,星朵民宿,臺南市,中西區,700,臺南市中西區大勇街14之1號,0916-591055,-,4,xing.duo8@gmail.com,https://tw-bnb.com/web/xingduo/
2023-03-30,臺南市民宿633號,民宿,,否,沿森漫島,臺南市,中西區,700,臺南市中西區民權路一段27號,0915-757375,-,5,rayzizi1101@gmail.com,
2023-03-29,高雄市旅館568號,旅館,,否,高雄港區-棧貳沐居,高雄市,鼓山區,804,高雄市鼓山區蓬萊路17號2樓西側,07-5317568,07-5511599,19,kpldservice@kpld.com.tw,https://www.kw2.com.tw/
2023-03-27,彰化縣民宿124號,民宿,,否,曲巷冬晴,彰化縣,鹿港鎮,505,彰化縣鹿港鎮金盛巷52號,0922-503385,04-22072006,1,sbasic.leah@gmail.com,
2023-03-28,宜蘭縣民宿2443號,民宿,,否,時潮Villa民宿,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉塭底路1之13號,0956-855585,-,4,love2820012001@gmail.com,
2023-03-28,澎湖縣民宿1333號,民宿,,否,米蟲無人自助旅店民宿,澎湖縣,馬公市,880,澎湖縣馬公市西衛里266號,0931-359999,-,5,,
2023-03-28,澎湖縣民宿1336號,民宿,,否,藝宿館精品民宿,澎湖縣,馬公市,880,澎湖縣馬公市朝陽里三多路66號,0935-233246,-,5,,
2023-03-28,澎湖縣民宿1338號,民宿,,否,潛水鴨民宿,澎湖縣,馬公市,880,澎湖縣馬公市西衛里457號,0983-117890,-,5,,
2023-03-28,連江縣民宿265號,民宿,,否,海悅樓民宿,連江縣,東引鄉,212,連江縣東引鄉樂華村52號3樓,0937-181560,-,5,haiyuehouse@gmail.com,
2023-03-27,臺東縣民宿1944號,民宿,,否,壹號民宿,臺東縣,臺東市,950,臺東縣臺東市民航路771號,0936-138757,-,4,cxz9846@me.com,
2023-03-27,南投縣民宿1093號,民宿,,否,樂晴花園民宿,南投縣,水里鄉,553,南投縣水里鄉玉峰村永樂巷88號,0910-364112,-,1,vv2244vv@hotmail.com,
2023-03-27,澎湖縣民宿1331號,民宿,,否,星願民宿,澎湖縣,湖西鄉,885,澎湖縣湖西鄉潭邊村101號,0922-727360,-,5,,
2023-03-27,澎湖縣民宿1332號,民宿,,否,西里海岸民宿,澎湖縣,馬公市,880,澎湖縣馬公市光榮里21鄰頂新三路26號,0970-397353,-,5,,
2023-03-27,澎湖縣民宿1335號,民宿,,否,澎湖足跡民宿,澎湖縣,馬公市,880,澎湖縣馬公市烏崁里吉海路335號,0911-733217,-,5,a0911733217@gmail.com,
2023-03-27,澎湖縣民宿1337號,民宿,,否,好漫行旅民宿,澎湖縣,馬公市,880,澎湖縣馬公市西衛里四維路223號,0987-431430,-,2,,
2023-03-25,宜蘭縣民宿2444號,民宿,,否,小島Villa２館,宜蘭縣,三星鄉,266,宜蘭縣三星鄉大埔二路400號,0932-141839,-,4,sinya229888@yahoo.com.tw,
2023-03-25,臺北市旅館773號,旅館,,否,成都壹壹壹商旅,臺北市,萬華區,108,臺北市萬華區成都路111號1樓-6樓,02-23751022,02-2331,11,taipei.tomorrow@gmail.com,
2023-03-25,金門縣民宿690號,民宿,,否,許家莊園2館,金門縣,金寧鄉,892,金門縣金寧鄉慈湖路一段62-1號,082-311333,-,4,xujia311333@gmail.com,
2023-03-25,金門縣民宿691號,民宿,,否,時光旅舍金城車站館,金門縣,金城鎮,893,金門縣金城鎮珠浦北路5巷12弄18號,0921-325105,-,3,s142098@yahoo.com.tw,
2023-03-24,宜蘭縣民宿2437號,民宿,,否,喬治Villa,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉寶福路352號,0913-185210,-,5,babyliao_0117@yahoo.com.tw,
2023-03-24,宜蘭縣民宿2438號,民宿,,否,蔥境雅閣,宜蘭縣,三星鄉,266,宜蘭縣三星鄉照林路三段269巷16之1號,0979-535099,-,2,a0979535099@gmail.com,
2023-03-24,臺北市旅館772號,旅館,,否,摩莎曼拉商務旅館-西門館,臺北市,萬華區,108,臺北市萬華區漢口街二段54號8樓、8樓之1、8樓之6、8樓之7、8樓 之8、9樓、9樓之1,02-23613350,02-23616552,88,moshamanlaximen@gmail.com,
2023-03-23,花蓮縣民宿2717號,民宿,,否,穗香民宿,花蓮縣,瑞穗鄉,978,花蓮縣瑞穗鄉瑞美村6鄰國光南路78號,0976-224978,-,5,happen007@yahoo.com.tw,
2023-03-23,花蓮縣民宿2718號,民宿,,否,光域文旅民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市主力里15鄰榮正街186巷2號,0905-153030,-,4,muin1270049@gmail.com,
2023-03-23,花蓮縣民宿2719號,民宿,,否,伊旅旅宿民宿,花蓮縣,光復鄉,976,花蓮縣光復鄉大華村中興路494號,0933-833804,-,3,cindy101966@gmail.com,
2023-03-23,花蓮縣民宿2720號,民宿,,否,歐文小鎮民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉慶豐村40鄰慶北一街226號,0922-298772,-,3,muin1270049@gmail.com,
2023-03-23,宜蘭縣民宿2441號,民宿,,否,呆們民宿,宜蘭縣,壯圍鄉,263,宜蘭縣壯圍鄉壯六路37之58號,0955-299800,-,3,diamondvilla2023@gmail.com,
2023-03-23,宜蘭縣民宿2442號,民宿,好客民宿,否,春天花園香草民宿,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉踏踏三路173號,0988-333122,-,4,262tata3173@gmail.com,
2023-03-23,澎湖縣民宿1330號,民宿,,否,品澄民宿,澎湖縣,馬公市,880,澎湖縣馬公市西衛里692號,0912-394130,-,5,,
2023-03-22,南投縣民宿1094號,民宿,,否,日月彩舟民宿,南投縣,魚池鄉,555,南投縣魚池鄉魚池村魚池街334巷14號,0906-885697,-,2,rainbowsup20@gmail.com,
2023-03-22,澎湖縣民宿1329號,民宿,,否,山生有信民宿,澎湖縣,望安鄉,882,澎湖縣望安鄉中社村花宅27-1號,0989-218859,-,5,serendipityhouse271@gmail.com,https://booking.owlting.com/serendipityhouse
2023-03-22,宜蘭縣民宿2439號,民宿,,否,微睏旅宿,宜蘭縣,三星鄉,266,宜蘭縣三星鄉三星路二段23巷20弄1號,0989-468051,-,3,mqinn23201@gmail.com,
2023-03-22,宜蘭縣民宿2440號,民宿,,否,希伯崙文旅,宜蘭縣,三星鄉,266,宜蘭縣三星鄉三星路二段23巷20弄21號,0961-409588,-,3,opp29246828@gmail.com,
2023-03-22,臺北市旅館771號,旅館,,否,立和商務旅館-漢口館,臺北市,萬華區,108,臺北市萬華區漢口街二段54號10樓,02-23613350,02-2361-6552,59,lihohankou@gmail.com,
2019-10-03,花蓮縣民宿2441號,民宿,,否,做自己民宿,花蓮縣,新城鄉,971,花蓮縣新城鄉佳林村2鄰佳林16之15號,0958-811088,-,3,,
2013-06-27,高雄市旅館437號,旅館,,否,癮室,高雄市,前金區,801,高雄市前金區六合二路128號,07-2886888,07-2888988,90,inns.svc@gmail.com,https://inns.ezhotel.com.tw/
2023-03-21,屏東縣民宿1279號,民宿,,否,五隻兔子民宿,屏東縣,潮州鎮,920,屏東縣潮州鎮興隆路219號,0918-763862,-,5,fefan5168@gmail.com,
2023-03-21,桃園市民宿132號,民宿,,否,日安,桃園市,大溪區,335,桃園市大溪區一德里11鄰康莊路349號,03-3880314,-,3,piurek.chiang@gmail.com,
2023-03-21,金門縣民宿687號,民宿,,否,作客7號,金門縣,金城鎮,893,金門縣金城鎮後豐港7號,082-371221,-,4,beourguest7im@gmail.com,https://www.facebook.com/profile.php?id=100089339264550
2023-03-21,金門縣民宿688號,民宿,好客民宿,否,米豆,金門縣,金城鎮,893,金門縣金城鎮後豐港99之2號,0930-782885,-,5,,
2023-03-21,金門縣民宿689號,民宿,,否,好望角莊園,金門縣,金寧鄉,892,金門縣金寧鄉瓊安路1088號,0933-890242,-,5,happy1015km@gmail.com,https://www.booking.com/Share-Yxf2fl
2023-03-21,宜蘭縣民宿2436號,民宿,,否,星月暖陽Janice&#39;s Inn,宜蘭縣,五結鄉,268,宜蘭縣五結鄉親河路二段103巷3弄5號,0932-979928,-,3,jgg608489@gmail.com,
2023-03-20,澎湖縣民宿1326號,民宿,,否,海島森活民宿,澎湖縣,湖西鄉,885,澎湖縣湖西鄉湖西村306之6號,0910-360658,-,5,,
2023-03-20,澎湖縣民宿1327號,民宿,好客民宿,否,棕櫚民宿,澎湖縣,馬公市,880,澎湖縣馬公市五德里228號,0952-200530,-,5,,
2023-03-20,澎湖縣民宿1328號,民宿,好客民宿,否,甜心卡朵民宿,澎湖縣,馬公市,880,澎湖縣馬公市西衛里729號,0902-396121,-,5,a911192352@gmail.com,
2023-03-20,南投縣民宿1095號,民宿,,否,TakTak旅宿,南投縣,埔里鎮,545,南投縣埔里鎮枇杷里7鄰寶湖街466號,0978-785068,-,3,taktakhaus466@gmail.com,
2023-03-16,連江縣民宿262號,民宿,好客民宿,否,芹壁水漾,連江縣,北竿鄉,210,連江縣北竿鄉芹壁村62號,0912-685971,-,5,aba0972060591@gmail.com,https://waterripple.com.tw/
2023-03-16,宜蘭縣民宿2435號,民宿,,否,灣客棧2館,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉武暖路117之9號,0978-611448,-,3,weinn2017@gmail.com,
2023-03-15,臺南市民宿628號,民宿,,否,幸福拾光山,臺南市,安平區,708,臺南市安平區州平二街41號,0988-293221,-,4,,
2023-03-15,澎湖縣民宿1323號,民宿,好客民宿,否,澎湖仨聚舍民宿,澎湖縣,馬公市,880,澎湖縣馬公市興仁里320之49號,0923-390976,-,5,,
2023-03-15,澎湖縣民宿1324號,民宿,,否,良辰吉日民宿,澎湖縣,馬公市,880,澎湖縣馬公市西衛里263號,0937-604102,-,5,,
2023-03-15,澎湖縣民宿1325號,民宿,,否,幸福路上民宿,澎湖縣,馬公市,880,澎湖縣馬公市光華里115之27號,0963-696055,-,5,,
2023-03-15,宜蘭縣民宿2431號,民宿,,否,百合苑,宜蘭縣,五結鄉,268,宜蘭縣五結鄉大眾東路217巷2號,0972-158683,-,2,,
2023-03-15,臺北市旅館770號,旅館,,否,陸號行旅西門館,臺北市,萬華區,108,臺北市萬華區中華路一段152號5樓、5樓之1、9樓、10樓；成都路1號9樓、10樓,02-23144003,02-23146645,27,mg@hotel6.com.tw,
2023-03-15,宜蘭縣民宿2432號,民宿,,否,甜筒,宜蘭縣,三星鄉,266,宜蘭縣三星鄉健富路2段350號,0919-089708,-,4,,
2022-06-29,南投縣民宿1041號,民宿,,否,奈斯窩客B&B,南投縣,魚池鄉,555,南投縣魚池鄉水社村中山路395-1號,0932-879263,-,2,nicewalk888@gmail.com,
2023-03-14,臺南市民宿629號,民宿,,否,鈺景NU TIME,臺南市,玉井區,714,臺南市玉井區玉田里23鄰大成路115號,0989-898429,-,3,,
2023-03-14,臺南市民宿630號,民宿,好客民宿,否,拱月民宿,臺南市,玉井區,714,臺南市玉井區玉田里23鄰大成路97號,0972-026029,-,3,ss820106@gmail.com,
2023-03-14,臺南市民宿631號,民宿,好客民宿,否,山莊別野,臺南市,新化區,712,臺南市新化區礁坑里12鄰茄冬坑296號,0920-690314,-,3,,
2023-03-13,宜蘭縣民宿2434號,民宿,,否,Mumu,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉武淵村1鄰東八路110號,03-9509966,03-9509922,5,vincent591515@gmail.com,
2023-03-13,南投縣民宿1092號,民宿,,否,竹林民宿,南投縣,竹山鎮,557,南投縣竹山鎮集山路二段201巷45-5、45-6、45-7、45-8號,0912-587600,-,4,jaschi2013@gmail.com,
2023-03-10,臺南市民宿627號,民宿,,否,珠粼民宿,臺南市,安平區,708,臺南市安平區世平五街10巷31號,06-3912720,-,3,,
2023-03-10,屏東縣民宿1280號,民宿,,否,愛瑪仕民宿,屏東縣,內埔鄉,912,屏東縣內埔鄉德美路328號,0967-000683,-,6,am591080@yahoo.com.tw,
2023-03-10,連江縣民宿264號,民宿,,否,小島上二館,連江縣,東引鄉,212,連江縣東引鄉樂華村37號,0932-964207,-,5,wendy77386386@gmail.com,
2023-03-09,臺南市民宿626號,民宿,,否,靚嶼民宿,臺南市,安平區,708,臺南市安平區世平五街120號,0963-810608,-,5,,
2023-03-09,臺南市民宿625號,民宿,,否,燈塔民宿,臺南市,安平區,708,臺南市安平區州平二街1巷26號,0911-441006,-,5,,
2023-03-09,宜蘭縣民宿2433號,民宿,,否,日聚沙丘民宿,宜蘭縣,壯圍鄉,263,宜蘭縣壯圍鄉壯濱路2段49巷5號,0918-387153,-,3,evaliu9999@gmail.com,
2023-03-09,澎湖縣民宿1322號,民宿,好客民宿,否,九重葛海景民宿,澎湖縣,白沙鄉,884,澎湖縣白沙鄉中屯村12之10號,0985-222335,06-9932898,5,,
2023-03-09,彰化縣民宿121號,民宿,好客民宿,否,富貴民宿,彰化縣,彰化市,500,彰化縣彰化市中正路二段249巷38號,0982-227885,-,2,Maplechuang119@gmail.com,
2023-03-09,彰化縣民宿122號,民宿,,否,姥姥不老茶民宿,彰化縣,埔鹽鄉,516,彰化縣埔鹽鄉太平村8鄰番金路46號,04-8651992,04-8660086,5,saly1916151@yahoo.com.tw,
2023-03-08,宜蘭縣民宿2430號,民宿,,否,境潮民宿,宜蘭縣,壯圍鄉,263,宜蘭縣壯圍鄉壯濱路二段49巷7-2號,0916-985166,-,3,,
2023-03-07,臺東縣民宿1941號,民宿,,否,有漁民宿,臺東縣,卑南鄉,954,臺東縣卑南鄉富山村2鄰漁場73號,0919-639477,-,5,sumei8555@gmail.com,
2023-03-07,臺東縣民宿1942號,民宿,,否,孟林民宿,臺東縣,臺東市,950,臺東縣臺東市仁昌街120巷19號,0925-827255,-,4,bettyhuang027019@gmail.com,
2023-03-07,臺東縣民宿1943號,民宿,,否,好客旅宿民宿,臺東縣,臺東市,950,臺東縣臺東市樂利路2之17號,0958-331999,-,5,abc089237777@gmail.com,
2023-03-07,苗栗縣民宿470號,民宿,,否,觀心農舍,苗栗縣,三義鄉,367,苗栗縣三義鄉双湖村双湖99-1號,037-878966,-,3,yong.yol@gmail.com,
2023-03-07,臺北市旅館769號,旅館,,否,慶爾喜旅館西門捷運館,臺北市,萬華區,108,臺北市萬華區中華路一段152號7樓、11樓及成都路1號7樓、11樓,02-77309920,-,21,cheersplushotel@gmail.com,
2023-03-07,宜蘭縣民宿2429號,民宿,,否,甌璇Ocean民宿,宜蘭縣,蘇澳鎮,270,宜蘭縣蘇澳鎮興安路25號,0911-906420,-,2,c0911906420@gmail.com,
2023-03-07,宜蘭縣民宿2427號,民宿,,否,三星拱月,宜蘭縣,三星鄉,266,宜蘭縣三星鄉拱照12路205號,0909-676766,-,5,,
2023-03-07,宜蘭縣民宿2428號,民宿,,否,宇宇民宿,宜蘭縣,五結鄉,268,宜蘭縣五結鄉錦草東路28巷65號,03-9500799,-,5,theyu2020@gmail.com,https://linktr.ee/yu_yu_villa
2023-03-06,花蓮縣旅館191號,旅館,,否,煙波大飯店花蓮太魯閣山闊館,花蓮縣,新城鄉,971,花蓮縣新城鄉順安村6鄰草林10之7號,03-8612000,03-8610333,78,emily@lakeshore.com.tw,https://www.lakeshore.com.tw/
2023-03-06,嘉義縣民宿333號,民宿,,否,恩典民宿,嘉義縣,民雄鄉,621,嘉義縣民雄鄉豐收村9鄰好收90之10號,0928-712862,05-2263117,3,wen5862@yahoo.com,
2023-03-06,澎湖縣民宿1321號,民宿,,否,愛玩樂民宿,澎湖縣,馬公市,880,澎湖縣馬公市興仁里316之6號,0982-223409,-,5,,
2023-03-03,澎湖縣民宿1320號,民宿,,否,芸樂行旅民宿,澎湖縣,馬公市,880,澎湖縣馬公市西衛里807號,0932-897068,-,5,,https://instagram.com/yunle_travel?igshid=MjkzY2Y1YTY=51348/
2023-03-03,屏東縣民宿1278號,民宿,,否,去旅行旅店,屏東縣,恆春鎮,946,屏東縣恆春鎮恆公路208巷5號,0988-549459,-,4,,
2023-03-03,宜蘭縣民宿2420號,民宿,,否,ㄅㄆㄇ民宿,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉梅花路916號,0917-213077,-,5,loveyou7662@gmail.com,
2023-03-03,宜蘭縣民宿2424號,民宿,,否,開心Play Villa,宜蘭縣,員山鄉,264,宜蘭縣員山鄉深洲二路138號,0919-735808,-,4,happyplay138@gmail.com,
2023-03-02,屏東縣民宿1277號,民宿,,否,曜凱樂民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮省北路二段196-13號,08-8851171,-,4,kelly777704@yahoo.com,
2023-03-02,澎湖縣民宿1319號,民宿,,否,風妍麗緻旅店民宿,澎湖縣,馬公市,880,澎湖縣馬公市鐵線里103號,0928-615039,-,5,,
2023-03-02,宜蘭縣民宿2425號,民宿,,否,1968會館,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉武罕二路68號,0929-651105,-,3,,
2023-03-02,宜蘭縣民宿2419號,民宿,,否,潮之鏡民宿A棟,宜蘭縣,壯圍鄉,263,宜蘭縣壯圍鄉壯濱路2段49巷7號,03-6675523,-,3,sundili.davidhuang@gmail.com,
2023-03-02,宜蘭縣民宿2422號,民宿,,否,武暖ZOO親子民宿,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉武暖路150之39號,0928-800757,-,5,an10142002@gmail.com,
2023-03-02,宜蘭縣民宿2423號,民宿,,否,金湯8號民宿,宜蘭縣,員山鄉,264,宜蘭縣員山鄉永金一路221巷18號,0988-264826,-,3,judy75826@hotmail.com,
2023-03-01,宜蘭縣民宿2421號,民宿,,否,潮之鏡民宿B棟,宜蘭縣,壯圍鄉,263,宜蘭縣壯圍鄉壯濱路二段49巷7-1號,03-9566862,-,3,,
2023-03-01,基隆市民宿003號,民宿,,否,安樓文旅,基隆市,仁愛區,200,基隆市仁愛區仁三路11-4號,02-24250220,-,5,,
2023-03-01,花蓮縣民宿2715號,民宿,,否,日光漫旅民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市主和里29鄰成功街46之5號,0933-060573,-,3,shine0933060573@gmail.com,
2023-03-01,花蓮縣民宿2716號,民宿,,否,遇見5152民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市民享里20鄰球崙街26號,0910-883789,-,2,j0910883789@gmail.com,
2023-02-25,屏東縣民宿1261號,民宿,,否,心路Villa民宿,屏東縣,獅子鄉,943,屏東縣獅子鄉楓林村楓林四巷6-3號,0935-487293,-,4,,
2004-02-27,南投縣旅館019號,旅館,,否,龍江大飯店,南投縣,水里鄉,553,南投縣水里鄉農富村民生路402號,049-2770002,049-2770085,52,dragonhotels@gmail.com,
2023-02-24,苗栗縣民宿469號,民宿,,否,耶西民宿,苗栗縣,南庄鄉,353,苗栗縣南庄鄉獅山村8鄰獅山20-2號,0936-044153,-,2,khs.ch@msa.hinet.net,
2023-02-23,彰化縣民宿120號,民宿,,否,柚柚民宿,彰化縣,田尾鄉,522,彰化縣田尾鄉溪畔村中山路二段351巷86弄2號,0983-406420,-,4,,
2023-02-23,澎湖縣民宿1317號,民宿,,否,飛樂密城堡號民宿,澎湖縣,馬公市,880,澎湖縣馬公市山水里182之1號,0952-030855,-,5,,
2023-02-23,澎湖縣民宿1318號,民宿,,否,風之島民宿,澎湖縣,湖西鄉,885,澎湖縣湖西鄉成功村港底201之6號,0985-294585,-,4,qwertyui458555@gmail.com,
2023-02-21,臺南市民宿622號,民宿,好客民宿,否,同平角落,臺南市,安平區,708,臺南市安平區同平路220號,0988-883413,-,1,kay56301403@gmail.com,https://www.facebook.com/tpc0988883413/
2023-02-21,屏東縣民宿1276號,民宿,,否,墾丁聽幸福民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮槺林南路135巷128號,0958-736040,-,5,jaricsung@gmail.com,
2023-02-21,屏東縣民宿1275號,民宿,,否,荖荖旦雅舍,屏東縣,來義鄉,922,屏東縣來義鄉中正路122號,0933-597146,-,5,h0932520055@gmail.com,
2023-02-21,花蓮縣民宿2714號,民宿,好客民宿,否,太魯閣767農莊民宿,花蓮縣,秀林鄉,972,花蓮縣秀林鄉秀林村4鄰民治35之22號,0965-325835,-,4,767farm@gmail.com,
2023-02-21,屏東縣民宿1274號,民宿,,否,一八遛遛居民宿,屏東縣,枋寮鄉,940,屏東縣枋寮鄉隆興路218巷18號,0932-833783,-,5,kinyo1865@yahoo.com.tw,
2023-02-21,宜蘭縣民宿2417號,民宿,,否,9號桂田,宜蘭縣,三星鄉,266,宜蘭縣三星鄉義富二路9號,0932-131347,-,3,,
